codigo;disciplina;area;habilidade;tema;dificuldade;local;apoio;enunciado;alternativa_A;alternativa_B;alternativa_C;alternativa_D;gabarito;explicacao;publicada;revisada_humano
ARENA6-ING-016;Língua Inglesa;Linguagens;EF06LI04;Cognates;facil;biblioteca;;The word “hospital” in English means:;Hotel;Hospital;Escola;Mercado;B;“Hospital” é cognata e tem o mesmo significado.;True;False
ARENA6-ING-017;Língua Inglesa;Linguagens;EF06LI20;Present continuous;facil;biblioteca;;Complete: “They are ___ soccer now.”;play;plays;playing;played;C;O presente contínuo usa be + verbo com -ing.;True;False
ARENA6-ING-018;Língua Inglesa;Linguagens;EF06LI20;Present continuous;facil;biblioteca;;“She is reading” means:;Ela lê todos os dias;Ela está lendo;Ela leu ontem;Ela vai escrever;B;“Is reading” indica ação em progresso.;True;False
ARENA6-ING-019;Língua Inglesa;Linguagens;EF06LI21;Imperative;facil;biblioteca;;Which sentence is a classroom command?;Open your book.;I am a student.;She is happy.;They are friends.;A;“Open your book” é uma instrução no imperativo.;True;False
ARENA6-ING-020;Língua Inglesa;Linguagens;EF06LI21;Imperative;facil;biblioteca;;What does “Listen carefully” mean?;Escreva rápido;Ouça com atenção;Feche a porta;Leia amanhã;B;A expressão orienta a ouvir atentamente.;True;False
ARENA6-ING-021;Língua Inglesa;Linguagens;EF06LI22;Possession;facil;biblioteca;;“Maria’s notebook” means:;O caderno de Maria;Maria é um caderno;Um caderno para todos;Maria escreve agora;A;Apostrophe + s indicates possession.;True;False
ARENA6-ING-022;Língua Inglesa;Linguagens;EF06LI07;Purpose of text;facil;biblioteca;;A sign saying “No smoking” is used to:;Prohibit smoking;Invite people to eat;Describe a person;Tell a story;A;The sign communicates a prohibition.;True;False
ARENA6-ING-023;Língua Inglesa;Linguagens;EF06LI17;Days of week;facil;biblioteca;;Which day comes after Monday?;Sunday;Tuesday;Friday;Saturday;B;Tuesday comes after Monday.;True;False
ARENA6-ING-024;Língua Inglesa;Linguagens;EF06LI17;Colors;facil;biblioteca;;Which word means “verde”?;Green;Blue;Yellow;Black;A;“Green” significa verde.;True;False
ARENA6-ING-025;Língua Inglesa;Linguagens;EF06LI24;English in the world;facil;biblioteca;;English is used internationally in areas such as:;Science, technology and tourism;Only one neighborhood;Only ancient farming;No communication;A;English circulates globally in several social and professional fields.;True;False
ARENA6-ESP-001;Língua Espanhola;Linguagens;AC06LE01;Saudações;facil;biblioteca;;¿Qué significa “Buenos días”?;Boa tarde;Bom dia;Boa noite;Até logo;B;“Buenos días” é uma saudação usada pela manhã.;True;False
ARENA6-ESP-002;Língua Espanhola;Linguagens;AC06LE01;Saudações;facil;biblioteca;;¿Qué expresión se usa para despedirse?;Hasta luego;Buenos días;¿Cómo te llamas?;Gracias;A;“Hasta luego” significa “Até logo”.;True;False
ARENA6-ESP-003;Língua Espanhola;Linguagens;AC06LE02;Apresentação;facil;biblioteca;;Complete: “Me ___ Ana.”;llamo;llamas;llama;llamamos;A;Para apresentar-se, diz-se “Me llamo...”.;True;False
ARENA6-ESP-004;Língua Espanhola;Linguagens;AC06LE02;Apresentação;facil;biblioteca;;“¿Cómo te llamas?” significa:;Onde você mora?;Como você se chama?;Quantos anos você tem?;Que horas são?;B;A pergunta solicita o nome da pessoa.;True;False
ARENA6-ESP-005;Língua Espanhola;Linguagens;AC06LE03;Números;facil;biblioteca;;Qual é o número “quince”?;5;10;15;20;C;“Quince” corresponde a quinze.;True;False
ARENA6-ESP-006;Língua Espanhola;Linguagens;AC06LE03;Números;facil;biblioteca;;Como se diz “vinte” em espanhol?;Diez;Doce;Veinte;Treinta;C;“Veinte” significa vinte.;True;False
ARENA6-ESP-007;Língua Espanhola;Linguagens;AC06LE04;Cores;facil;biblioteca;;Qual palavra significa “vermelho”?;Rojo;Verde;Azul;Blanco;A;“Rojo” significa vermelho.;True;False
ARENA6-ESP-008;Língua Espanhola;Linguagens;AC06LE04;Cores;facil;biblioteca;;“Amarillo” significa:;Amarelo;Roxo;Preto;Cinza;A;“Amarillo” corresponde a amarelo.;True;False
ARENA6-ESP-009;Língua Espanhola;Linguagens;AC06LE05;Escola;facil;biblioteca;;Como se diz “livro” em espanhol?;Libro;Cuaderno;Mesa;Puerta;A;“Libro” significa livro.;True;False
ARENA6-ESP-010;Língua Espanhola;Linguagens;AC06LE05;Escola;facil;biblioteca;;“Cuaderno” significa:;Caneta;Caderno;Cadeira;Janela;B;“Cuaderno” corresponde a caderno.;True;False
ARENA6-ESP-011;Língua Espanhola;Linguagens;AC06LE06;Família;facil;biblioteca;;Como se diz “irmã” em espanhol?;Hermano;Hermana;Madre;Prima;B;“Hermana” significa irmã.;True;False
ARENA6-ESP-012;Língua Espanhola;Linguagens;AC06LE06;Família;facil;biblioteca;;“Padre” significa:;Pai;Mãe;Avô;Tio;A;Em espanhol, “padre” significa pai.;True;False
ARENA6-ESP-013;Língua Espanhola;Linguagens;AC06LE07;Artigos;facil;biblioteca;;Complete: “___ escuela es grande.”;La;El;Los;Unos;A;“Escuela” é substantivo feminino singular: la escuela.;True;False
ARENA6-ESP-014;Língua Espanhola;Linguagens;AC06LE07;Artigos;facil;biblioteca;;Complete: “___ libros están en la mesa.”;La;El;Los;Una;C;“Libros” é masculino plural: los libros.;True;False
ARENA6-ESP-015;Língua Espanhola;Linguagens;AC06LE08;Verbo ser;facil;biblioteca;;Complete: “Yo ___ estudiante.”;soy;eres;es;somos;A;Com “yo”, usa-se “soy”.;True;False
ARENA6-ESP-016;Língua Espanhola;Linguagens;AC06LE08;Verbo ser;facil;biblioteca;;Complete: “Ellos ___ amigos.”;soy;eres;son;es;C;Com “ellos”, usa-se “son”.;True;False
ARENA6-ESP-017;Língua Espanhola;Linguagens;AC06LE09;Leitura;facil;biblioteca;;Texto: “Lucía vive en Brasil y tiene doce años.” ¿Cuántos años tiene Lucía?;Diez;Once;Doce;Trece;C;O texto informa que Lucía tem doze anos.;True;False
ARENA6-ESP-018;Língua Espanhola;Linguagens;AC06LE09;Leitura;facil;biblioteca;;Texto: “Mi asignatura favorita es Historia.” Qual é a disciplina favorita?;Matemática;História;Arte;Ciências;B;“Historia” corresponde a História.;True;False
ARENA6-ESP-019;Língua Espanhola;Linguagens;AC06LE10;Dias da semana;facil;biblioteca;;¿Qué día viene después de lunes?;Martes;Viernes;Domingo;Sábado;A;Depois de lunes vem martes.;True;False
ARENA6-ESP-020;Língua Espanhola;Linguagens;AC06LE10;Meses;facil;biblioteca;;¿Qué mes viene después de junio?;Mayo;Julio;Agosto;Abril;B;Depois de junio vem julio.;True;False
ARENA6-ESP-021;Língua Espanhola;Linguagens;AC06LE11;Cognatos;facil;biblioteca;;Qual palavra espanhola é cognata de “animal”?;Animal;Casa;Libro;Agua;A;A palavra tem forma e significado semelhantes.;True;False
ARENA6-ESP-022;Língua Espanhola;Linguagens;AC06LE11;Cognatos;facil;biblioteca;;“Hospital” em espanhol significa:;Hotel;Hospital;Praça;Mercado;B;“Hospital” é cognata em português e espanhol.;True;False
ARENA6-ESP-023;Língua Espanhola;Linguagens;AC06LE12;Comandos;facil;biblioteca;;“Abre el libro” significa:;Feche a janela;Abra o livro;Escreva o nome;Ouça a música;B;A frase é um comando para abrir o livro.;True;False
ARENA6-ESP-024;Língua Espanhola;Linguagens;AC06LE12;Comandos;facil;biblioteca;;“Escucha con atención” significa:;Ouça com atenção;Fale muito alto;Corra depressa;Feche o caderno;A;“Escucha” é o comando “ouça”.;True;False
ARENA6-ESP-025;Língua Espanhola;Linguagens;AC06LE13;Diversidade linguística;facil;biblioteca;;O espanhol é língua oficial em:;Diversos países da América e também na Espanha;Somente no Brasil;Apenas em Portugal;Nenhum país americano;A;O espanhol é oficial em vários países e apresenta variedades linguísticas.;True;False
ARENA6-ART-001;Arte;Linguagens;EF69AR01;Artes visuais;medio;museu;;A apreciação de uma obra de arte envolve:;Observar, interpretar e relacionar elementos visuais;Copiar sem observar;Ignorar contexto e materiais;Buscar apenas um preço;A;Apreciar inclui perceber formas, cores, temas, técnicas e contextos.;True;False
ARENA6-ART-002;Arte;Linguagens;EF69AR02;Elementos visuais;medio;museu;;Linha, forma, cor, textura e espaço são:;Elementos das artes visuais;Regras de futebol;Tipos de rocha;Classes gramaticais;A;Esses elementos compõem produções visuais.;True;False
ARENA6-ART-003;Arte;Linguagens;EF69AR04;Processos de criação;medio;museu;;Experimentar diferentes materiais em uma produção artística favorece:;A investigação e a criação;A repetição obrigatória de um único resultado;A proibição de escolhas;A ausência de expressão;A;A experimentação amplia possibilidades expressivas.;True;False
ARENA6-ART-004;Arte;Linguagens;EF69AR05;Técnicas artísticas;medio;museu;;Colagem é uma técnica que utiliza:;Recortes e materiais fixados sobre uma superfície;Apenas sons;Somente movimentos corporais;Exclusivamente argila líquida;A;A colagem reúne e sobrepõe materiais diversos.;True;False
ARENA6-ART-005;Arte;Linguagens;EF69AR06;Criação artística;medio;museu;;Um esboço é:;Um registro inicial de uma ideia visual;A obra obrigatoriamente finalizada;Uma regra de trânsito;Um instrumento musical;A;O esboço ajuda a planejar formas e composição.;True;False
ARENA6-ART-006;Arte;Linguagens;EF69AR08;Dança;medio;museu;;Ritmo, espaço e movimento são elementos importantes da:;Dança;Cartografia;Aritmética;Geologia;A;A dança organiza movimentos corporais no tempo e no espaço.;True;False
ARENA6-ART-007;Arte;Linguagens;EF69AR10;Dança;medio;museu;;Uma coreografia é:;Uma organização planejada de movimentos;Um tipo de tinta;Uma escultura de pedra;Uma notícia;A;Coreografia é a composição de movimentos de dança.;True;False
ARENA6-ART-008;Arte;Linguagens;EF69AR13;Música;medio;museu;;Pulso musical é:;A marcação regular que sustenta o ritmo;A letra inteira da música;O volume máximo;Um tipo de pintura;A;O pulso funciona como uma batida regular de referência.;True;False
ARENA6-ART-009;Arte;Linguagens;EF69AR16;Música;medio;museu;;Timbre é a característica que permite:;Distinguir sons de diferentes vozes e instrumentos;Medir a distância em mapas;Classificar triângulos;Separar areia e água;A;O timbre diferencia fontes sonoras mesmo na mesma altura.;True;False
ARENA6-ART-010;Arte;Linguagens;EF69AR20;Teatro;medio;museu;;No teatro, personagem é:;A figura representada pelo ator ou atriz;O prédio onde há aulas;Apenas o público;Um instrumento de medição;A;A personagem participa das ações dramáticas.;True;False
ARENA6-ART-011;Arte;Linguagens;EF69AR22;Teatro;medio;museu;;Improvisação teatral é:;Criação de cenas com decisões no momento da atuação;Leitura obrigatória sem interpretação;Cópia de uma pintura;Execução de cálculos;A;Improvisar envolve criar e responder às situações em cena.;True;False
ARENA6-ART-012;Arte;Linguagens;EF69AR24;Artes integradas;medio;museu;;Uma apresentação que reúne música, dança e projeções visuais é exemplo de:;Integração de linguagens artísticas;Apenas esporte;Experimento químico;Mapa temático;A;Diferentes linguagens podem combinar-se em uma mesma obra.;True;False
ARENA6-ART-013;Arte;Linguagens;EF69AR31;Patrimônio cultural;medio;museu;;Patrimônio cultural inclui:;Bens, práticas e saberes importantes para grupos sociais;Somente objetos caros;Apenas prédios novos;Tudo que é descartável;A;Patrimônio envolve referências materiais e imateriais de memória e identidade.;True;False
ARENA6-ART-014;Arte;Linguagens;EF69AR34;Tecnologia e arte;medio;museu;;Ferramentas digitais podem ser usadas na arte para:;Criar, editar e compartilhar produções;Eliminar toda criatividade;Substituir qualquer reflexão;Impedir experimentações;A;Tecnologias ampliam meios de criação e circulação artística.;True;False
ARENA6-ART-015;Arte;Linguagens;EF69AR01;Leitura de imagem;medio;museu;;Cores quentes incluem principalmente:;Vermelho, laranja e amarelo;Azul, verde e violeta;Preto, branco e cinza;Somente marrom;A;Vermelho, laranja e amarelo são tradicionalmente associados às cores quentes.;True;False
ARENA6-ART-016;Arte;Linguagens;EF69AR02;Composição;medio;museu;;Contraste visual ocorre quando:;Elementos diferentes se destacam pela oposição;Todos os elementos são idênticos;Não há forma nem cor;A obra não pode ser observada;A;Diferenças de cor, tamanho ou textura podem criar contraste.;True;False
ARENA6-ART-017;Arte;Linguagens;EF69AR03;Contexto artístico;medio;museu;;Conhecer o contexto de uma obra ajuda a:;Compreender relações com a época, o lugar e a cultura;Determinar apenas seu tamanho;Ignorar seu significado;Proibir interpretações;A;Contexto amplia a compreensão dos sentidos da obra.;True;False
ARENA6-ART-018;Arte;Linguagens;EF69AR09;Dança e cultura;medio;museu;;Danças tradicionais expressam:;Memórias, identidades e práticas culturais;Somente competição esportiva;Apenas exercícios matemáticos;Ausência de história;A;Danças podem transmitir valores e histórias de comunidades.;True;False
ARENA6-ART-019;Arte;Linguagens;EF69AR17;Música;medio;museu;;Uma sequência organizada de sons e silêncios no tempo relaciona-se ao:;Ritmo;Relevo;Substantivo;Meridiano;A;O ritmo organiza durações, acentos e pausas.;True;False
ARENA6-ART-020;Arte;Linguagens;EF69AR25;Teatro e sociedade;medio;museu;;O teatro pode abordar temas sociais porque:;Cria situações que provocam reflexão e diálogo;Serve apenas para decorar cenários;Não comunica ideias;Evita qualquer relação com a realidade;A;Cenas podem representar conflitos e perspectivas da vida social.;True;False
ARENA6-EDF-001;Educação Física;Linguagens;EF67EF01;Jogos eletrônicos;facil;escola-militar;;Uma atitude saudável ao usar jogos eletrônicos é:;Equilibrar o tempo de tela com outras atividades;Jogar sem pausas durante todo o dia;Ignorar postura e descanso;Substituir todas as interações sociais;A;Equilíbrio, pausas e postura ajudam no uso responsável.;True;False
ARENA6-EDF-002;Educação Física;Linguagens;EF67EF03;Esportes;facil;escola-militar;;Em esportes coletivos, trabalho em equipe envolve:;Cooperação e comunicação;Ação isolada obrigatória;Desrespeito às regras;Exclusão de colegas;A;Cooperação e comunicação favorecem o desempenho do grupo.;True;False
ARENA6-EDF-003;Educação Física;Linguagens;EF67EF04;Regras esportivas;facil;escola-militar;;As regras em um jogo ajudam a:;Organizar a prática e garantir condições de participação;Impedir qualquer diversão;Favorecer somente um jogador;Eliminar a segurança;A;Regras definem ações permitidas e promovem organização e justiça.;True;False
ARENA6-EDF-004;Educação Física;Linguagens;EF67EF05;Esportes de marca;facil;escola-militar;;Em uma corrida de velocidade, o resultado é comparado principalmente pelo:;Tempo;Número de passes;Tamanho da quadra;Volume da bola;A;Esportes de marca comparam medidas, como tempo ou distância.;True;False
ARENA6-EDF-005;Educação Física;Linguagens;EF67EF05;Esportes de precisão;facil;escola-militar;;No tiro com arco, o objetivo principal é:;Atingir um alvo com precisão;Invadir o campo adversário;Manter a bola no ar;Correr por mais tempo;A;A modalidade valoriza a proximidade do alvo.;True;False
ARENA6-EDF-006;Educação Física;Linguagens;EF67EF06;Respeito no esporte;facil;escola-militar;;Uma atitude de fair play é:;Respeitar adversários e decisões da arbitragem;Tentar enganar para vencer;Humilhar quem perdeu;Descumprir regras intencionalmente;A;Fair play significa jogo limpo, respeito e ética.;True;False
ARENA6-EDF-007;Educação Física;Linguagens;EF67EF08;Capacidades físicas;facil;escola-militar;;A capacidade de manter um esforço por mais tempo é:;Resistência;Flexibilidade;Precisão visual;Equilíbrio químico;A;Resistência relaciona-se à sustentação do esforço.;True;False
ARENA6-EDF-008;Educação Física;Linguagens;EF67EF08;Capacidades físicas;facil;escola-militar;;A capacidade de movimentar articulações com boa amplitude é:;Flexibilidade;Velocidade;Força máxima apenas;Pontuação;A;Flexibilidade diz respeito à amplitude de movimento.;True;False
ARENA6-EDF-009;Educação Física;Linguagens;EF67EF08;Capacidades físicas;facil;escola-militar;;A capacidade de realizar movimentos rapidamente é:;Velocidade;Resistência;Massa;Altura;A;Velocidade é a realização de ações em menor tempo.;True;False
ARENA6-EDF-010;Educação Física;Linguagens;EF67EF09;Convivência;facil;escola-militar;;Para incluir todos em uma atividade física, o grupo pode:;Adaptar regras e materiais quando necessário;Excluir quem tem dificuldade;Manter barreiras evitáveis;Impedir ajuda entre colegas;A;Adaptações podem ampliar participação e segurança.;True;False
ARENA6-EDF-011;Educação Física;Linguagens;EF67EF10;Atividade e exercício;facil;escola-militar;;Caminhar até a escola é uma atividade física porque:;Envolve movimento corporal e gasto de energia;É sempre uma competição;Só pode ocorrer em academia;Não movimenta o corpo;A;Atividade física inclui movimentos do cotidiano.;True;False
ARENA6-EDF-012;Educação Física;Linguagens;EF67EF10;Atividade e exercício;facil;escola-militar;;Exercício físico é geralmente:;Planejado, estruturado e repetitivo;Qualquer pensamento;Somente repouso;Uma atividade sem objetivo;A;Exercício é uma forma planejada de atividade física.;True;False
ARENA6-EDF-013;Educação Física;Linguagens;EF67EF11;Danças urbanas;facil;escola-militar;;Nas danças urbanas, ritmo, gestos e espaço são:;Elementos constitutivos;Tipos de arbitragem;Medidas cartográficas;Camadas da Terra;A;Esses elementos organizam a expressão corporal.;True;False
ARENA6-EDF-014;Educação Física;Linguagens;EF67EF14;Lutas do Brasil;facil;escola-militar;;Em práticas de luta, é fundamental:;Respeitar o oponente e preservar a segurança;Usar violência fora das regras;Ignorar sinais de parada;Humilhar colegas;A;Lutas escolares devem valorizar respeito, controle e integridade.;True;False
ARENA6-EDF-015;Educação Física;Linguagens;EF67EF16;Lutas do Brasil;facil;escola-militar;;A capoeira reúne elementos de:;Luta, jogo, música e cultura;Apenas natação;Somente pintura;Cartografia;A;A capoeira é manifestação cultural com movimentos, jogo e musicalidade.;True;False
ARENA6-EDF-016;Educação Física;Linguagens;EF67EF18;Aventura urbana;facil;escola-militar;;Antes de uma prática corporal de aventura, deve-se:;Identificar riscos e usar proteção adequada;Ignorar o ambiente;Dispensar qualquer orientação;Escolher o local mais perigoso;A;Planejamento e equipamentos reduzem riscos.;True;False
ARENA6-EDF-017;Educação Física;Linguagens;EF67EF19;Segurança;facil;escola-militar;;Capacete, joelheiras e cotoveleiras podem ser importantes em:;Práticas como skate e patins;Leitura silenciosa;Aula de gramática;Canto coral apenas;A;Equipamentos protegem áreas vulneráveis em quedas.;True;False
ARENA6-EDF-018;Educação Física;Linguagens;EF67EF03;Esporte de invasão;facil;escola-militar;;Futsal e basquetebol são esportes de invasão porque as equipes:;Tentam avançar no espaço adversário para pontuar;Atiram sempre em alvos fixos;Comparam apenas tempos;Não interagem entre si;A;Nessas modalidades, equipes ocupam e defendem territórios de jogo.;True;False
ARENA6-EDF-019;Educação Física;Linguagens;EF67EF03;Esporte de rede;facil;escola-militar;;Voleibol é classificado como esporte de:;Rede/parede;Invasão;Combate;Marca;A;A rede separa os espaços das equipes.;True;False
ARENA6-EDF-020;Educação Física;Linguagens;EF67EF09;Saúde e participação;facil;escola-militar;;Durante a atividade física, sentir dor intensa é sinal para:;Interromper e comunicar ao responsável/professor;Continuar obrigatoriamente;Esconder o problema;Aumentar a carga;A;Dor intensa requer atenção para evitar agravamento.;True;False
ARENA6-ER-001;Ensino Religioso;Ensino Religioso;EF06ER01;Tradição escrita;facil;escola-militar;;Textos escritos podem preservar:;Memórias, acontecimentos e ensinamentos;Somente números aleatórios;Apenas objetos físicos;Nenhuma tradição;A;A escrita registra e transmite ensinamentos entre gerações.;True;False
ARENA6-ER-002;Ensino Religioso;Ensino Religioso;EF06ER02;Diversidade religiosa;facil;escola-militar;;Estudar textos de diferentes tradições deve ocorrer com:;Respeito e sem discriminação;Deboche;Imposição de uma crença;Proibição do diálogo;A;O componente valoriza conhecimento, respeito e liberdade de consciência.;True;False
ARENA6-ER-003;Ensino Religioso;Ensino Religioso;EF06ER02;Diversidade religiosa;facil;escola-militar;;A diversidade de textos religiosos mostra que:;Existem diferentes tradições e formas de expressão;Todas as pessoas seguem a mesma crença;Somente uma cultura produz textos;Não há diferenças históricas;A;Sociedades registram crenças e filosofias de vida de modos diversos.;True;False
ARENA6-ER-004;Ensino Religioso;Ensino Religioso;EF06ER03;Ensinamentos;facil;escola-militar;;Textos religiosos e filosóficos podem apresentar orientações sobre:;Modos de ser, viver e conviver;Apenas cálculos geométricos;Somente previsão do tempo;Regras de um único esporte;A;Muitos textos abordam valores, condutas e relações humanas.;True;False
ARENA6-ER-005;Ensino Religioso;Ensino Religioso;EF06ER04;Usos dos textos;facil;escola-militar;;Diferentes tradições podem usar seus textos em:;Estudos, celebrações e orientações comunitárias;Somente decoração;Nenhuma prática;Apenas competições;A;Os usos variam conforme a tradição e seu contexto.;True;False
ARENA6-ER-006;Ensino Religioso;Ensino Religioso;EF06ER05;Interpretação;facil;escola-militar;;A interpretação de um texto religioso pode variar porque:;Comunidades e pessoas consideram contextos e tradições;Todo texto possui apenas uma leitura obrigatória;O contexto nunca influencia;Nenhuma pessoa interpreta textos;A;Leituras são realizadas em contextos históricos e comunitários.;True;False
ARENA6-ER-007;Ensino Religioso;Ensino Religioso;EF06ER06;Mitos;facil;escola-militar;;Mito, no estudo das religiões, pode ser compreendido como:;Narrativa simbólica que expressa sentidos e explicações de uma tradição;Mentira simples em qualquer situação;Uma fórmula matemática;Um mapa físico;A;Mitos são narrativas significativas para grupos e tradições.;True;False
ARENA6-ER-008;Ensino Religioso;Ensino Religioso;EF06ER06;Ritos;facil;escola-militar;;Rito é:;Uma prática organizada com significado simbólico;Um tipo de rocha;Uma regra gramatical;Um cálculo decimal;A;Ritos são ações celebrativas ou comunitárias carregadas de sentido.;True;False
ARENA6-ER-009;Ensino Religioso;Ensino Religioso;EF06ER06;Símbolos;facil;escola-militar;;Um símbolo religioso:;Pode representar ideias, valores ou pertencimentos;Tem o mesmo sentido em todas as culturas;Não comunica nada;É sempre um texto longo;A;Símbolos expressam sentidos reconhecidos por comunidades.;True;False
ARENA6-ER-010;Ensino Religioso;Ensino Religioso;EF06ER07;Rito e símbolo;facil;escola-militar;;Em uma celebração, gestos, objetos e palavras podem:;Atuar como símbolos dentro de um rito;Perder qualquer significado;Ser apenas decoração obrigatoriamente;Substituir o respeito;A;Elementos simbólicos integram práticas celebrativas.;True;False
ARENA6-ER-011;Ensino Religioso;Ensino Religioso;EF06ER02;Liberdade de crença;facil;escola-militar;;Respeitar a liberdade de consciência significa:;Reconhecer o direito de crer, não crer ou ter diferentes convicções;Obrigar todos a pensar igual;Ridicularizar escolhas;Impedir perguntas;A;A liberdade de consciência protege diferentes crenças e convicções.;True;False
ARENA6-ER-012;Ensino Religioso;Ensino Religioso;EF06ER03;Convivência;facil;escola-militar;;Uma atitude adequada diante de alguém com crença diferente é:;Dialogar com respeito;Praticar discriminação;Espalhar ofensas;Impor sua visão;A;O respeito favorece convivência democrática.;True;False
ARENA6-ER-013;Ensino Religioso;Ensino Religioso;EF06ER01;Memória;facil;escola-militar;;A transmissão de ensinamentos entre gerações pode ocorrer por:;Tradições orais e escritas;Somente aplicativos modernos;Apenas documentos oficiais;Nenhuma forma de comunicação;A;Memórias e ensinamentos podem circular pela fala e pela escrita.;True;False
ARENA6-ER-014;Ensino Religioso;Ensino Religioso;EF06ER06;Cultura;facil;escola-militar;;Mitos, ritos e símbolos devem ser estudados:;Em seus contextos culturais e históricos;Como práticas idênticas em todo lugar;Sem considerar as pessoas;Para hierarquizar crenças;A;O sentido depende da tradição e do contexto em que aparecem.;True;False
ARENA6-ER-015;Ensino Religioso;Ensino Religioso;EF06ER05;Ética do diálogo;facil;escola-militar;;Ao discutir temas religiosos na escola, é importante:;Usar argumentos respeitosos e ouvir o outro;Transformar a conversa em ataque pessoal;Negar a diversidade;Obrigar adesão a uma tradição;A;O diálogo pedagógico deve preservar respeito, pluralidade e direitos.;True;False
